,Brand,Model,Variant,Year,Location,Ownership,KM Driven,Fuel,Transmission,Price
699,Ford,Ecosport,1.5 Diesel Trend,2014,DL,First,"99,000",Diesel,Manual,4.15
700,Ford,Ecosport,Diesel Highline 1.2l,2018,DL,First,"48,000",Diesel,Manual,6.99
701,Volkswagen,Polo,Zxi At Petrol,2013,DL,First,"67,000",Diesel,Manual,2.75
702,Maruti,Ertiga,300 T8 Amt,2019,DL,First,"11,000",Petrol,Automatic,10.25
703,Mahindra,Tuv,Diesel Highline 1.2l,2016,DL,First,"63,000",Diesel,Automatic,6.35
704,Volkswagen,Polo,Diesel Comfortline 1.2l,2012,DL,Second,"80,000",Diesel,Manual,2.49
705,Volkswagen,Polo,Altis G,2012,DL,First,"60,000",Diesel,Manual,2.25
706,Toyota,Corolla,Altis 1.8 Vl At,2010,DL,First,"92,000",Petrol,Manual,3.6
707,Toyota,Corolla,S I-vtech,2009,DL,Third,"85,000",Petrol,Automatic,2.75
708,Honda,Amaze,1.6 Vtvt E Plus,2014,DL,First,"59,000",Petrol,Manual,3.6
709,Hyundai,Creta,Magna,2017,DL,First,"54,000",Petrol,Manual,8.85
710,Hyundai,I10,4x2 Manual,2014,DL,Second,"65,000",Petrol,Manual,3
711,Toyota,Fortuner,W4,2014,HR,First,"1,05,000",Diesel,Manual,12.99
712,Mahindra,Xuv500,Brezza Zdi Plus,2018,DL,First,"27,000",Diesel,Manual,9.99
713,Maruti,Vitara,1.0 Ecoboost Titanium Plus Bsiv,2017,DL,First,"35,000",Diesel,Manual,7.65
714,Ford,Ecosport,Dzire Vdi,2016,DL,Second,"60,000",Petrol,Manual,5.75
715,Maruti,Swift,250d,2015,DL,First,"65,000",Diesel,Manual,4.75
716,Mercedes-benz,Gle,C8,2017,UP,First,"38,200",Diesel,Automatic,46.75
717,Mahindra,Quanto,Prime C 220d,2013,DL,Second,"57,000",Diesel,Manual,2.25
718,Mercedes-benz,C-class,3.0 Diesel,2020,HP,First,"27,200",Diesel,Automatic,41.75
719,Toyota,Fortuner,Elegance 1.8 Tsi At,2011,DL,Second,"91,000",Diesel,Manual,7
720,Skoda,Superb,Ml 250 Cdi,2010,HR,Second,"40,000",Petrol,Automatic,4.1
721,Mercedes-benz,M-class,Liva G,2013,UK,Second,"90,000",Diesel,Automatic,17.95
722,Toyota,Etios,S I-dtech,2011,DL,First,"87,000",Petrol,Manual,2.49
723,Honda,Amaze,S Mt,2014,DL,First,"66,000",Diesel,Manual,3.4
724,Honda,Brio,Brezza Vdi,2012,DL,First,"2,60,003",Petrol,Manual,2.6
725,Maruti,Vitara,Petrol Highline At,2017,DL,First,"69,000",Diesel,Manual,6.6
726,Volkswagen,Vento,C 220 Cdi Avantgarde,2011,DL,Second,"65,000",Petrol,Automatic,2.99
727,Mercedes-benz,C-class,110ps Diesel Rxz,2010,HR,Second,"51,000",Diesel,Automatic,6.99
728,Renault,Duster,2.0 Tdi,2015,DL,First,"50,000",Diesel,Manual,4.75
729,Audi,A6,Htk Plus Turbo Dct,2012,UP,Second,"1,03,000",Diesel,Automatic,9.99
730,Kia,Sonet,Gt Tsi,2020,DL,First,"25,000",Petrol,Automatic,10.75
731,Volkswagen,Polo,Zdi Plus,2018,HR,First,"50,000",Petrol,Automatic,7.99
732,Maruti,Ertiga,I10 Asta Option At,2019,UP,First,"56,500",Diesel,Manual,10.25
733,Hyundai,Grand,Prestige 2.0 Awd,2014,DL,First,"70,000",Petrol,Automatic,3.8
734,Jaguar,F-pace,Series 320d Luxury Line,2018,HR,First,"47,580",Diesel,Automatic,46.75
735,Bmw,3,Diesel Platinum Edition,2013,DL,First,"1,45,000",Diesel,Automatic,16.99
736,Porsche,Cayenne,Series 520d Sport Line,2015,UP,Second,"66,100",Diesel,Automatic,42.75
737,Bmw,5,Sdrive 20d Xline,2018,UP,First,"47,566",Diesel,Automatic,39.75
738,Bmw,X1,40 Tfsi Quattro Technology,2019,UP,First,"55,200",Diesel,Automatic,31.75
739,Audi,Q7,W8 2wd,2017,DL,Second,"65,450",Petrol,Automatic,51.75
740,Mahindra,Xuv500,40 Tdi Premium Plus,2014,DL,First,"1,01,000",Diesel,Manual,5.85
741,Audi,Q5,30 Tfsi Premium Plus,2020,CH,Second,"18,546",Diesel,Automatic,48.75
742,Audi,A4,35 Tdi,2017,PB,First,"99,245",Petrol,Automatic,21.75
743,Audi,A6,35 Tdi Quattro Premium Plus,2016,HR,First,"62,870",Diesel,Automatic,25.75
744,Audi,Q3,Vdi Bsiv,2013,DL,Second,"70,000",Diesel,Automatic,13.49
745,Maruti,Swift,200 Cdi Sport,2015,DL,First,"29,000",Diesel,Manual,4.4
746,Mercedes-benz,Cla,35 Tdi Premium,2018,DL,First,"31,000",Diesel,Automatic,25
747,Audi,A4,1.2 Magna Executive,2015,UP,First,"87,000",Diesel,Automatic,14.75
748,Hyundai,I20,Magna Optional 1.2,2018,DL,First,"46,000",Petrol,Manual,5.9
749,Hyundai,I20,Hybrid,2013,DL,First,"55,000",Petrol,Manual,3.6
750,Toyota,Camry,1.6 Crdi Sx,2014,UP,First,"1,10,000",Petrol,Automatic,16.25
751,Hyundai,Creta,Lxi,2015,DL,Second,"70,000",Diesel,Manual,7.25
752,Maruti,Swift,Gt Tsi,2012,DL,First,"55,000",Petrol,Manual,3.4
753,Volkswagen,Polo,Crysta 2.8 Zx At Bsiv,2016,HR,First,"65,000",Petrol,Automatic,6.5
754,Toyota,Innova,R Cng Lxi Opt,2018,UP,Second,"33,000",Diesel,Automatic,18.75
755,Maruti,Wagon,Zdi Option,2018,DL,First,"42,000",CNG,Manual,4.65
756,Maruti,Ciaz,Technology,2017,DL,First,"56,000",Diesel,Manual,6.65
757,Audi,A4,Sportz,2021,CH,First,"2,300",Petrol,Automatic,46
758,Hyundai,I10,Sx Plus Turbo Dct Dt,2015,DL,First,"56,000",Petrol,Manual,3.15
759,Hyundai,Venue,Gtx Plus Turbo Imt Dt,2019,DL,First,"27,000",Petrol,Automatic,10.65
760,Kia,Sonet,Sharp Dct,2020,DL,First,"10,650",Petrol,Manual,12.81
761,Mg,Hector,Xt Plus Dark Edition,2020,DL,First,"6,600",Petrol,Automatic,18.5
762,Tata,Harrier,Gls,2021,UP,First,"7,100",Diesel,Manual,20.5
763,Hyundai,Accent,R Lxi,2010,HR,Second,"75,000",Petrol,Manual,1.75
764,Maruti,Wagon,D4 Bsiv,2011,DL,First,"26,000",Petrol,Manual,2.15
765,Mahindra,Xylo,Diesel Trendline 1.2l,2013,HR,First,"62,000",Diesel,Manual,3.25
766,Volkswagen,Polo,Rs Vdi,2012,DL,Second,"78,000",Diesel,Manual,2.1
767,Maruti,Swift,Sle 7s Bsiii,2013,DL,Second,"87,000",Diesel,Manual,3.1
768,Mahindra,Scorpio,W10 2wd,2013,DL,First,"62,000",Diesel,Manual,4.45
769,Mahindra,Xuv500,110ps Diesel Rxz,2015,UP,Second,"62,000",Diesel,Manual,8.25
770,Renault,Duster,R Lxi,2013,DL,Second,"86,000",Diesel,Manual,3.35
771,Maruti,Wagon,Crdi 1.6 Sx Option,2010,DL,First,"60,000",Petrol,Manual,2.25
772,Hyundai,Verna,Series Gt Luxury Line,2019,DL,First,"16,180",Diesel,Manual,11.95
773,Bmw,3,Lx 4-str Hard Top Diesel,2018,HR,First,"10,110",Diesel,Automatic,39.25
774,Mahindra,Thar,Sdrive20d Expedition,2021,HR,First,"20,000",Diesel,Manual,16.18
775,Bmw,X1,Sdrive20d Expedition,2017,UP,First,"25,220",Diesel,Automatic,24.5
776,Bmw,X1,Crysta 2.7 Gx 7 Str At,2018,HR,First,"21,180",Diesel,Automatic,27.5
777,Toyota,Innova,S Cross Ddis 320 Delta,2021,HR,First,"10,110",Petrol,Automatic,20.25
778,Maruti,Sx4,I-vtec V,2017,UP,First,"55,000",Diesel,Manual,6.1
779,Honda,City,3.2 Titanium At 4x4,2018,HR,First,"34,000",Petrol,Manual,8.65
780,Ford,Endeavour,ML 350 CDI,2016,HR,Second,"58,000",Diesel,Automatic,24.9
781,Mercedes-Benz,M-Class,Climber 1.0 Mt Opt,2014,-,First,"70,000",Diesel,Automatic,24
782,Renault,Kwid,Sx Opt Turbo Dualtone,2021,DL,First,"12,210",Petrol,Manual,4.98
783,Hyundai,Creta,Dzire Vdi,2021,DL,First,"6,100",Petrol,Automatic,19.65
784,Maruti,Swift,1.2 Magna Executive,2016,DL,First,"28,180",Diesel,Manual,5.35
785,Hyundai,I20,Series 118d Sport Line,2018,DL,First,"50,000",Petrol,Manual,6.49
786,Bmw,1,Crysta 2.4 G Mt,2014,DL,Second,"60,000",Diesel,Automatic,12.85
787,Toyota,Innova,2.0 Diesel Pure,2016,DL,Second,"53,000",Diesel,Manual,13.75
788,Jaguar,Xf,2.5 Vx (diesel) 7 Seater,2013,HR,Second,"57,000",Diesel,Automatic,14.89
789,Toyota,Innova,Xma,2015,HR,Second,"95,000",Diesel,Manual,8.99
790,Tata,Hexa,Altis 1.8 Vl At,2018,DL,First,"45,000",Diesel,Automatic,13.75
791,Toyota,Corolla,S,2014,DL,First,"45,000",Petrol,Automatic,8.9
792,Honda,City,Altis G At,2012,DL,First,"65,000",Petrol,Manual,3.99
793,Toyota,Corolla,1.6 Mpi At Elegance,2015,DL,First,"44,000",Petrol,Automatic,9.9
794,Skoda,Rapid,2.4 Elegance A/t,2016,DL,First,"49,000",Petrol,Automatic,5.5
795,Honda,Accord,250d,2011,DL,Second,"63,000",Petrol,Automatic,4.5
796,Mercedes-benz,Gle,V I-dtec,2018,HR,First,"1,20,000",Diesel,Automatic,43
797,Honda,Mobilio,I10 Magna,2014,DL,First,"60,000",Diesel,Manual,4.5
798,Hyundai,Grand,Zdi,2016,DL,Second,"52,000",Petrol,Manual,4.25
799,Maruti,Ertiga,100 Mfalcon G80 K8 5str,2013,DL,First,"68,000",Diesel,Manual,4.65
800,Mahindra,Kuv,1.6 Crdi Sx,2016,DL,First,"52,000",Petrol,Manual,4.5
801,Hyundai,Creta,Rexton Rx5,2015,HR,First,"76,000",Diesel,Manual,7.85
802,Mahindra,Ssangyong,1.5 V Mt Sunroof,2013,UP,Second,"89,000",Diesel,Manual,5.4
803,Honda,City,Zeta CVT,2012,DL,First,"15,000",Petrol,Manual,4.95
804,Maruti,Baleno,W7,2020,N/,First,"50,000",Petrol,Automatic,7.41
805,Mahindra,Xuv500,Xl,2017,HR,First,"59,000",Diesel,Manual,10.92
806,Nissan,Terrano,1.5 Tdi At Style Bsiv,2016,DL,First,"19,000",Petrol,Manual,6.75
807,Skoda,Rapid,G,2018,HR,First,"68,000",Diesel,Automatic,8.25
808,Toyota,Glanza,Zx Cvt,2020,UP,First,"22,000",Petrol,Manual,7.9
809,Honda,City,350d 4matic,2021,DL,First,"9,000",Petrol,Automatic,15.75
810,Mercedes-benz,Gls,1.2 Revotron Xz,2016,HR,First,"40,000",Diesel,Automatic,61
811,Tata,Tiago,4x4 Mt,2016,HR,First,"50,000",Petrol,Manual,3.91
812,Toyota,Fortuner,Zdi,2014,DL,First,"1,25,000",Diesel,Manual,14.75
813,Maruti,Swift,Series Gt Sport,2013,DL,First,"39,677",Diesel,Manual,3.75
814,Bmw,3,1.5 S Mt,2017,HR,First,"40,000",Diesel,Automatic,28
815,Honda,City,I Dtec V,2011,DL,First,"78,000",Petrol,Manual,3.45
816,Honda,City,S Mt,2016,DL,First,"61,000",Diesel,Manual,6.75
817,Honda,Brio,Xv,2013,DL,First,"60,000",Petrol,Manual,3.25
818,Nissan,Micra,2.0 Diesel Prestige,2011,DL,Second,"65,000",Petrol,Manual,2.25
819,Jaguar,Xf,Active S Petrol,2019,HR,First,"9,000",Diesel,Automatic,43.5
820,Hyundai,I20,Vx O At,2015,DL,First,"34,000",Petrol,Manual,5
821,Honda,Brio,35 Tdi,2014,DL,First,"52,000",Petrol,Automatic,3.75
822,Audi,A6,1.4 Longitude Option,2015,DL,First,"60,000",Diesel,Automatic,23
823,Jeep,Compass,2.8 4wd At,2017,DL,First,"70,000",Petrol,Automatic,14
824,Toyota,Fortuner,W8 2wd,2019,DL,First,"28,000",Diesel,Automatic,36.5
825,Mahindra,Xuv500,100 Mfalcon D75 K4,2014,DL,First,"99,000",Diesel,Manual,5.9
826,Mahindra,Kuv,Plus Sharp Cvt,2016,UP,First,"47,000",Diesel,Manual,2.85
827,Mg,Hector,35 Tdi Premium Plus,2021,DL,First,"16,000",Petrol,Automatic,20.5
828,Audi,A3,4x2 At,2015,DL,First,"60,000",Diesel,Automatic,14.5
829,Toyota,Fortuner,Zxi Amt Optional,2014,DL,First,"85,000",Diesel,Automatic,14.9
830,Maruti,Celerio,Delta,2017,HR,First,"43,000",Petrol,Automatic,3.95
831,Maruti,Baleno,Fe 4wd At,2020,HR,First,"6,500",Petrol,Manual,6.7
832,Hyundai,Santa,Dzire ZDI,2014,HR,First,"1,24,000",Diesel,Automatic,12
833,Maruti,Swift,I Dtec Vx,2014,HR,First,"1,20,000",Diesel,Manual,3.5
834,Honda,City,3.0 Tdi Quattro,2014,DL,First,"59,000",Diesel,Manual,5.75
835,Audi,A4,Xl,2016,HR,First,"45,000",Diesel,Automatic,16.5
836,Nissan,Terrano,Vlx Se Bsiv,2016,DL,First,"55,000",Petrol,Manual,5.9
837,Mahindra,Scorpio,Diesel,2014,DL,First,"75,000",Diesel,Manual,5.5
838,Porsche,Cayenne,Range Rover Evoque Pure,2013,HR,First,"55,000",Diesel,Automatic,24.9
839,Land,Rover,i10 1.2 Kappa Era,2015,UK,First,"85,000",Diesel,Automatic,29.9
840,Hyundai,Grand,I Vtec Cvt Vx,2017,DL,First,"60,000",Petrol,Manual,4
841,Honda,City,S I-dtec,2014,DL,First,"44,000",Petrol,Automatic,6.9
842,Honda,Mobilio,30 Tfsi Premium Fwd,2016,DL,First,"52,000",Diesel,Manual,4.45
843,Audi,Q3,2.8 Fsi,2018,DL,First,"35,000",Petrol,Automatic,27.9
844,Audi,A6,1.8 S Mt,2009,DL,Third,"59,000",Petrol,Automatic,6.35
845,Honda,Civic,S Mt,2009,DL,First,"84,000",Petrol,Manual,2.99
846,Honda,Brio,100 Mfalcon D75 K4 Plus,2012,DL,First,"69,000",Petrol,Manual,2.6
847,Mahindra,Kuv,1.5 Dv5 Mt Titanium Optional,2016,DL,First,"50,000",Diesel,Manual,3.15
848,Ford,Ecosport,I10 1.2 Crdi Sportz,2015,DL,First,"53,000",Diesel,Manual,4.91
849,Hyundai,Grand,1.5 Petrol Titanium Plus,2017,DL,First,"54,000",Diesel,Manual,4.1
850,Ford,Ecosport,1.6 Sx Dual Tone,2018,UP,First,"46,000",Petrol,Manual,7.65
851,Hyundai,Creta,1.6 Sx,2018,HR,First,"67,000",Petrol,Manual,11.65
852,Hyundai,Creta,5 STR With AC Plus HTR CNG,2015,UP,First,"65,000",Petrol,Manual,8.25
853,Maruti,Eeco,LXi BSIII,2012,DL,Second,"1,20,000",CNG,Manual,1.75
854,Maruti,Alto,Sle 7s Bsiv,2009,N/,First,"1,00,000",Petrol,Manual,"90,000*"
855,Mahindra,Scorpio,Vdi Limited Edition,2014,DL,First,"67,000",Diesel,Manual,4.95
856,Maruti,Ertiga,I Vtec Cvt Vx,2013,DL,First,"68,932",Diesel,Manual,4.25
857,Honda,City,S I-dtech,2014,HR,First,"44,000",Petrol,Automatic,6.9
858,Honda,Amaze,Zxi Bsiii,2014,UP,Second,"71,000",Diesel,Manual,3.51
859,Maruti,Sx4,Vxi Bsiv,2009,DL,Second,"65,000",Petrol,Manual,1.99
860,Maruti,Sx4,R Cng Lxi Bsiv,2012,UP,Second,"65,000",Petrol,Manual,2.99
861,Maruti,Wagon,Alpha,2011,DL,Second,"62,000",CNG,Manual,2.31
862,Maruti,Baleno,I10 Era,2019,DL,First,"34,000",Petrol,Manual,7.11
863,Hyundai,Grand,Dzire Vxi,2013,DL,First,"44,000",Petrol,Manual,3.25
864,Maruti,Swift,4x2 At,2014,DL,Second,"52,000",Petrol,Manual,3.61
865,Toyota,Fortuner,Zdi Plus Shvs,2013,DL,First,"92,000",Diesel,Automatic,12.5
866,Maruti,Ciaz,R Lxi Bs Iv,2016,DL,First,"52,000",Diesel,Manual,5.31
867,Maruti,Wagon,R Cng Lxi Opt Bsiv,2010,DL,First,"65,000",Petrol,Manual,1.41
868,Maruti,Wagon,Dzire Ldi,2012,DL,First,"65,000",CNG,Manual,2.61
869,Maruti,Swift,Range Rover Evoque 2.0 R-dynamic Se Diesel 2020-2021,2013,DL,First,"32,896",Diesel,Manual,3.75
870,Land,Rover,Xt,2020,HR,First,"13,251",Diesel,Automatic,65
871,Tata,Tiago,1.6 Crdi Sx Option,2021,HR,First,"6,000",Petrol,Manual,5.5
872,Hyundai,Creta,1.6 Vtvt At Sx Plus,2015,DL,First,"65,000",Diesel,Manual,8.1
873,Hyundai,Creta,Magna,2017,UP,First,"35,000",Petrol,Automatic,10.95
874,Hyundai,I10,Series 320d Gt Luxury Line,2010,DL,Third,"68,000",Petrol,Manual,1.45
875,Bmw,3,S Mt,2014,DL,First,"60,000",Diesel,Automatic,21
876,Honda,Brio,S7,2015,DL,First,"86,033",Petrol,Manual,3.75
877,Mahindra,Scorpio,1.6 Crdi Sx,2018,DL,First,"62,000",Diesel,Manual,12.21
878,Hyundai,Verna,Dzire Zxi,2013,HR,First,"69,281",Diesel,Manual,3.95
879,Maruti,Swift,Sx Turbo,2017,DL,First,"55,000",Petrol,Manual,5.84
880,Hyundai,Venue,1.2 Zeta,2020,DL,First,"19,000",Petrol,Manual,9.45
881,Maruti,Baleno,Vdi,2017,HR,First,"39,000",Petrol,Manual,5.65
882,Maruti,Ertiga,Sx Opt Imt,2015,DL,First,"74,000",Diesel,Manual,5.25
883,Hyundai,Venue,1.6 Sx Option Executive,2019,DL,First,"19,000",Petrol,Manual,10.15
884,Hyundai,Creta,Sdrive20d Expedition,2018,HR,First,"37,000",Petrol,Manual,12.25
885,Bmw,X1,Sportz At,2017,UK,First,"20,000",Diesel,Automatic,22
886,Hyundai,I10,Series 520d Sport Line,2013,DL,First,"30,000",Petrol,Automatic,3.75
887,Bmw,5,Magna 1.4 Crdi,2018,DL,First,"38,000",Diesel,Automatic,42.5
888,Hyundai,I20,G,2014,DL,First,"60,000",Diesel,Manual,3.95
889,Toyota,Glanza,Brezza Zdi Plus,2021,HR,First,"7,500",Petrol,Manual,8.1
890,Maruti,Vitara,Magna Optional 1.4 Crdi,2016,DL,First,"49,026",Diesel,Manual,7
891,Hyundai,I20,W9,2013,DL,Second,"80,000",Diesel,Manual,3.45
892,Mahindra,Xuv500,Petrol Cvt Asta,2018,HR,First,"58,000",Diesel,Manual,12.25
893,Hyundai,I20,1.4 Sportz,2018,DL,Second,"31,000",Petrol,Automatic,7.1
894,Hyundai,I20,W8 2wd,2019,DL,First,"24,000",Diesel,Manual,7.25
895,Mahindra,Xuv500,Series 730ld Dpe,2013,DL,Second,"65,000",Diesel,Manual,5.25
896,Bmw,7,Petrol Trendline 1.2l,2019,UP,First,"35,000",Diesel,Automatic,85
897,Volkswagen,Polo,100 G80 K8 6str,2011,DL,Second,"71,000",Petrol,Manual,2.35
898,Mahindra,Kuv,1.2 Revotron Xt,2017,DL,First,"27,000",Petrol,Manual,4.64
899,Tata,Tiago,V Petrol,2019,DL,First,"33,000",Petrol,Manual,4.94
900,Honda,Amaze,Storme Vx,2019,HR,First,"31,000",Petrol,Manual,6.96
901,Tata,Safari,2.7 2wd At Bsiv,2014,HR,First,"64,000",Diesel,Manual,5.64
902,Toyota,Fortuner,1.6 Crdi At Sx Plus,2019,DL,First,"59,000",Petrol,Automatic,31.95
903,Hyundai,Creta,4x2 At,2017,DL,First,"53,000",Diesel,Automatic,10.4
904,Toyota,Fortuner,2.0 Tdi Premium Plus,2014,DL,First,"95,000",Diesel,Automatic,15.2
905,Audi,A6,3.0 Tdi Quattro,2012,HR,Second,"79,000",Diesel,Automatic,9.75
906,Audi,Q7,S Cross Alpha Ddis 200 Sh,2011,HR,First,"85,000",Diesel,Automatic,13.5
907,Maruti,Sx4,35 Tdi,2015,DL,First,"59,000",Diesel,Manual,5.9
908,Audi,A6,1.6 Sx Automatic Diesel,2016,DL,First,"47,000",Diesel,Automatic,24.9
909,Hyundai,Creta,Xing Gl Plus,2016,HR,First,"80,000",Diesel,Automatic,9
910,Hyundai,Santro,R Vxi 1.2,2014,HR,First,"32,000",Petrol,Manual,2.75
911,Maruti,Wagon,R Cng Lxi,2018,HR,First,"40,000",Petrol,Manual,4.25
912,Maruti,Wagon,Magna,2016,HR,Second,"32,000",CNG,Manual,3.85
913,Hyundai,I10,Zxi At Optional,2011,DL,Third,"72,000",Petrol,Manual,1.75
914,Maruti,Celerio,2.0 Diesel Portfolio,2017,HR,First,"28,000",Petrol,Automatic,4.5
915,Jaguar,Xf,Sle,2019,UP,First,"10,000",Diesel,Automatic,43
916,Mahindra,Bolero,Xl Plus 85 Ps,2013,DL,First,"63,000",Diesel,Manual,4.4
917,Nissan,Terrano,V Option I-dtec,2017,HR,First,"46,000",Diesel,Manual,7.25
918,Honda,Mobilio,Sx I-dtec,2015,DL,First,"70,000",Diesel,Manual,5.9
919,Honda,Amaze,Vdi,2015,DK,First,"80,000",Diesel,Manual,3.9
920,Maruti,Ciaz,Xing Gl Plus,2014,DL,First,"76,000",Diesel,Manual,4.85
921,Hyundai,Santro,R Lxi,2012,DL,First,"63,000",Petrol,Manual,2.15
922,Maruti,Wagon,1.2 Magna Executive,2009,HR,First,"72,000",Petrol,Manual,1.35
923,Hyundai,I20,R Vxi 1.2,2018,DL,First,"20,000",Petrol,Manual,6.25
924,Maruti,Wagon,Ldi,2020,DL,First,"7,700",Petrol,Manual,5.65
925,Maruti,Ritz,Vdi Bsiv,2013,DL,First,"46,000",Diesel,Manual,2.4
926,Maruti,Swift,Dzire Ldi Optional,2014,HR,First,"66,000",Diesel,Manual,3.75
927,Maruti,Swift,1.3 Sigma,2016,HR,First,"70,000",Diesel,Manual,4.5
928,Maruti,Baleno,Zxi Optional Amt Bsiv,2017,HR,First,"70,000",Diesel,Manual,4.65
929,Maruti,Celerio,CNG,2017,HR,First,"69,000",Petrol,Automatic,4.5
930,Maruti,Omni,200,2013,DL,Second,"50,000",CNG,Manual,1.5
931,Mercedes-benz,Glc,3.0 Tdi Quattro Premium Plus,2020,HR,First,"15,000",Petrol,Automatic,55
932,Audi,Q7,Discovery Sport Petrol Hse 7s,2012,HR,First,"40,000",Diesel,Automatic,17.5
933,Land,Rover,I Dtec V,2019,DL,First,"20,000",Petrol,Automatic,46
934,Honda,City,Cng,2015,DL,First,"50,000",Diesel,Manual,5.5
935,Honda,City,C 220 Cdi Avantgarde,2011,DL,Third,"58,000",CNG,Manual,3.25
936,Mercedes-benz,C-class,1.4 Vtvt,2015,HR,First,"53,000",Diesel,Automatic,21.5
937,Hyundai,Verna,Diesel 250hp,2014,DL,First,"70,000",Petrol,Manual,5.5
938,Porsche,Panamera,Limousine A 200,2013,DL,First,"50,000",Diesel,Automatic,38.5
939,Mercedes-benz,A-class,S Diesel,2021,DL,First,"1,200",Petrol,Automatic,44.5
940,Honda,Amaze,2.0 Tdi Style,2014,DL,First,"1,06,519",Diesel,Manual,2.15
941,Skoda,Kodiaq,Dzire LDI,2017,UP,First,"61,000",Diesel,Automatic,23.9
942,Maruti,Swift,W8 2wd,2013,HR,First,"76,500",Diesel,Manual,2.75
943,Mahindra,Xuv500,Hybrid,2012,DL,First,"72,248",Diesel,Manual,3.35
944,Toyota,Camry,Sharp At Bsiv,2016,DL,First,"25,001",Electric(Battery),Automatic,24.5
945,Mg,Hector,Petrol Asta Option,2020,DL,First,"20,001",Petrol,Automatic,19.5
946,Hyundai,I20,Progressive 220d,2018,DL,First,"29,000",Petrol,Manual,6.9
947,Mercedes-benz,Glc,Lxi,2019,HR,First,"20,001",Diesel,Automatic,49.75
948,Maruti,Swift,I10 Sportz Plus,2017,DL,First,"45,900",Petrol,Manual,3.5
949,Hyundai,Grand,300 T10,2016,HR,First,"71,000",Petrol,Manual,4.25
950,Mahindra,Tuv,Dzire Zdi,2019,UP,First,"42,000",Diesel,Manual,8.9
951,Maruti,Swift,4x2 At,2013,DL,First,"90,000",Diesel,Manual,3.75
952,Toyota,Fortuner,Series 320d,2013,DL,First,"80,001",Petrol,Automatic,13.25
953,Bmw,3,Series 320d,2011,DL,Second,"55,000",Diesel,Automatic,5.5
954,Bmw,3,W6 1.99 Mhawk,2011,DL,Second,"58,000",Diesel,Automatic,5.5
955,Mahindra,Xuv500,Sportz Option 1.4 Crdi,2017,DL,First,"21,000",Diesel,Manual,9.99
956,Hyundai,I20,Rxt Optional,2015,DL,First,"72,638",Diesel,Manual,4.9
957,Renault,Kwid,Storme Lx,2016,DL,First,"42,630",Petrol,Manual,2.65
958,Tata,Safari,1.5 Dv5 Mt Titanium,2013,DL,Second,"79,853",Diesel,Manual,4.3
959,Ford,Ecosport,85ps Diesel Rxl,2014,DL,First,"68,931",Diesel,Manual,4.35
960,Renault,Duster,Vxi (abs) Bs Iv,2013,DL,Second,"69,874",Diesel,Manual,3.25
961,Maruti,Ritz,Magna Optional 1.2,2010,UP,Second,"68,932",Petrol,Manual,1.95
962,Hyundai,I20,Lxi Option,2014,HR,Second,"49,853",Petrol,Manual,3.49
963,Maruti,Swift,Gtx Plus Dct,2015,HR,First,"40,000",Petrol,Manual,3.85
964,Kia,Seltos,D4 Momentum,2020,HR,First,"32,000",Petrol,Automatic,18.75
965,Volvo,S90,4x2 Manual,2019,HP,First,"11,000",Diesel,Automatic,48.75
966,Toyota,Fortuner,S I-vtech,2013,DL,First,"88,000",Diesel,Manual,12
967,Honda,Amaze,220 Cdi At,2016,HR,First,"43,213",Petrol,Manual,4.19
968,Mercedes-benz,C-class,Sportz,2013,HR,Second,"97,408",Diesel,Automatic,9.29
969,Hyundai,I10,S I-vtech,2011,HR,First,"64,705",Petrol,Manual,2.02
970,Honda,Amaze,R Lxi Cng,2016,DL,First,"63,376",Petrol,Manual,4.01
971,Maruti,Wagon,K10 2010-2014 Vxi,2016,DL,First,"62,459",CNG,Manual,3.36
972,Maruti,Alto,Magna,2012,DL,First,"47,788",Petrol,Manual,1.96
973,Hyundai,I10,Petrol Comfortline 1.2l,2011,DL,Second,"91,333",Petrol,Manual,1.54
974,Volkswagen,Polo,V Mt,2011,DL,First,"1,26,444",Petrol,Manual,1.99
975,Honda,Brio,Magna,2015,UP,First,"8,120",Petrol,Manual,3.77
976,Hyundai,I10,W6 2wd,2011,DL,First,"90,804",Petrol,Manual,1.58
977,Mahindra,Xuv500,1.1 Crdi Sx Option,2014,HR,Second,"1,04,149",Diesel,Manual,5.51
978,Hyundai,Xcent,Magna 1.1l,2014,DL,Second,"64,584",Diesel,Manual,3.37
979,Hyundai,I10,Magna,2014,DL,First,"30,337",Petrol,Manual,2.8
980,Hyundai,I10,I10 Crdi Magna,2012,HR,First,"62,469",Petrol,Manual,2.01
981,Hyundai,Grand,Rxt,2016,DL,First,"61,114",Diesel,Manual,3.34
982,Renault,Kwid,K10 2010-2014 Vxi,2016,DL,First,"54,871",Petrol,Manual,2.27
983,Maruti,Alto,Ls,2012,DL,First,"58,827",Petrol,Manual,2.06
984,Chevrolet,Beat,Gtx Plus Dct,2010,DL,Second,"77,154",Petrol,Manual,"93,000*"
985,Kia,Seltos,Sharp Diesel Mt,2020,DL,First,"20,000",Petrol,Automatic,18.75
986,Mg,Hector,Gtx Plus Dct,2020,UP,First,"10,002",Diesel,Manual,17.25
987,Kia,Seltos,Sx Plus Turbo Dct Dt,2019,DL,First,"9,509",Petrol,Automatic,18.25
988,Hyundai,Venue,S Diesel Platinum Edition,2019,HR,First,"15,002",Petrol,Automatic,10.5
